CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,IES_ACREDITADA,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO_IES,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,PROGRAMA_ACREDITADO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA_DE_CONOCIMIENTO,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO,DESC_CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,PRIMER_CURSO
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,SI,1,PREGRADO,6,Universitario,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,42
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,SI,1,PREGRADO,6,Universitario,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,36
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,8
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,19
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,25
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,18
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,22
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,29
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,19
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,SI,1,PREGRADO,6,Universitario,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,30
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,51
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,52
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,25
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,3
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,24
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,48
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,41
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,44
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,57
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,4
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,10
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,31
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,25
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,12
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,9
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,27
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,25
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",12,TERAPIA OCUPACIONAL,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,7
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",12,TERAPIA OCUPACIONAL,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,41
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",12,TERAPIA OCUPACIONAL,SI,1,PREGRADO,6,Universitario,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,1
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,15
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,26
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,1,17
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Masculino,2022,2,25
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,1,22
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,SI,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,SI,1,PREGRADO,6,Universitario,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Femenino,2022,2,27
